"","num","title","content"
"288",409,"estj인 아빠 때문에 우울증 걸릴 것 같다","자기방식만 고집해서 거의 갈등만 만들고다른사람들이 자기 마음대로 행동하길 원해서 조금이라도 마음에 안들면 ㅈㄴ 화내면서 욕박음싸우다가 논리로 지면 어른한테 대든다면서 풀발기하고사과할때도 내 잘못만 말하고 자기 잘못은 하나도 없는 것처럼 말함미래를 생각하면 정말로 우울증으로 자살할 것 같음 무 슨 방법 없냐?"
"289",411,"요즘엔 ENFP가 나 안건드려서 너무 편함","ENFP여자선배 상사가 계속 말시켜서힘들었다는글올렸는데 요즘은나혼자 집중하고 최선의 성과 빨리창출하고쓸데없는 시간낭비안하고친하고싶은 직원이랑만 웃고지내니까너무좋다ㅋㅋ싸운게 득이됐음"
"290",412,"엣티제 예술가도 있을까","예술로 사업할거 같은데 "
"291",413,"개병신 estj갤놈들 ㅋㅋ","내로남불의 끝판왕이네 ㅋㅋㅋ  "
"292",414,"estj랑 istj랑 비슷함?","왜 검사할때마다 바뀌냐 읽어보면 둘다 비슷하긴한데 estj에 가까운거 같음 "
"293",415,"estj인 우리엄마..","엄마유형 궁금해서 시켜보니까 estj나옴자존감 매우 높음 자기회사에 자기보다 일못하는 사람들 뒷담 많이함 멍청하다고일 중독자 월 3천이상범돈이 최고다 마인드 화나면 개무서움 잘해줄때 엄청 잘해줌 맨날 보면 뭘 하고있음 늘어져서 드라마 보고 이런거 한번도 못봄 난 infp 엄마도 나 포기함 ㅎㅎ "
"294",417,"내가 웃긴거 하나말해줄까ㅋㅋㅋㅋㅋㅋㅋ","회사에서 작년에 할머니 돌아가셨는데공감력 공감력 지랄거리던INFP는 위로한마디 안하고평소에 개꼰틀딱 잔소ㄹㅣ엄청 하시던ESTJ 부장상사는따로불러서 밥사주고 위로 해주심그리고 그날 일찍 퇴근시켜주심"
"295",418,"estj 존나 극혐인 이유","중^국인 평균=estj 이새 끼들 타유형 신나게 까내리다가 자기네들 좆같은점으로 공격당하면 일반화하지말라고 우디르급 태세전환과 동시에 무논리 공격하는꼴보면 t유형중에서 지능이 왜 유독 낮은지 알수있음ㅇㅇ 16 mbti갤을 다 둘러봐도 타유형을 까는경우나 본인유형을 밈, 캐릭터화 시키는곳은 있어도 ""우리가 다른 유형보다 우월한 이유"" 대놓고 이딴글로 념글도배되는곳은 여기가 유일한데 이것만 봐도 좆같은 이유 충분히 납득감 이들에게는 내가 곧 estj이며 estj를 까는것은 나자신을 공격하는것이기때문에 자신의 신경에 거슬린다면 팩트라도 받아들이지못하고 발작함 이는 중^국을 조금이라도 폄하하면 단체로 개떼같이 몰려가 눈막귀막하고 테러하는 중^국인들과 매우 소름돋을정도로 유사함 평균소득 지능 리더십 다 entj한테 개처발리면서 그 열등감을 모든 n유형한테 대리표출함 estj갤 특징=1-팩폭날리는 댓글엔 답글안달림                     2-반박은 못하고 공격할줄만 앎 이는 언어와 사고체계가 매우 단순하기 때문, 이같은특성때문에 공격해도 별 타격못입힘 +자기객관화 안됨 타유형이 무슨 estj가 주는 돈받아먹고 사는존재라느니 방구석백수가 CEO에 감정이입해서 회로돌림ㅋ "
"296",419,"원래 완벽할수록 작은실수도 개물어뜯기는법이야","엣티제들 공감하겠지워낙 100개를 완벽히 하다보니까1개 어쩌다 놓치면ㅋㅋㅋㅋㅋ놓쳤다 놓쳤다 주변에서 지랄거리잖어힘내 엣티제들아"
"297",420,"estj만큼 좋은 성격도 없는데..","내가 평생 존경하는 선생님, 좋아했던 이성, 잘 지내는 친구 estj인데  곁에서 잘 보완할 수 있는 최적의 관계라고 생각함  여기와서 불타오르는 애들 보면 솔직히 한심하다  estj한테 미움 산거면 본인이 먼저 책임 회,피나 아니면 능력이 안되는데 사고치고 거짓말하거나 그런 경우가 대부분이다  솔직하게 터놓고 얘기하면 일 관련, 인생 관련 조언도 많이 나눌 수 있는 좋은 사람들임..ㅇㅇ  "
"298",421,"니네 모솔 극혐함?","? "
"299",422,"N들은 그런걸 모르는것 같더라","지금 자기가 유리한 상황인지불리한 상황인지 이상황에 내가 이렇게 행동하는게 맞는건지즉 '아 상대방이 이렇게 말하는것은분명 정의에 어긋난행동이고 나는기분이 나쁘다!'라는것만 1차원적으로 생각하고그 논리나 주관에만 얽메에서'그러면 안되요','방금 기분나빴어요' 라고 말해버림그렇게 말하기전에내가 이말을 할 입지가 되는지?내가 이말을 해서 차후에 생기는 상황은?관계는 더 나아질까 나빠질까?이 한마디를 해서 얻는게 많을까 잃을께 많을까이런 상황판단이 안되는것같음즉 예를들어 교통사고가 나서 자기가 친 상황인데도,일단 '내가 머리가아프니' '불미스런 교통사고가 났으니''거 뭐하는겁니까?' 따지고듬말한마디 천냥빚갚는다고 태도나 행동에 따라서내가 백만원낼꺼 그냥가세요 소리들을수 있는데(즉 이게 나한테 더 유리한데)N들은 백만원낼꺼에 따지고 문제제기하고 오히려 돈이 더불어나게 만듬ㅎㅎㅎ뭐 길게보면 이런행동들이 N들이 자주 말하는'사회를바꾼다' 라고 할 수 있긴 있겠네ㅎ.... 어찌보면 순수하거나 이해타산적이지 않다고 볼수있겠음나쁘게 말하면 멍청한거고"
"300",424,"infp 누나 1년째 짝사랑중","정신이 붕괴할것같다 "
"301",425,"estj 념글정독했는데","돈 타령하는거 씹극혐이네 ㅋㅋ"
"302",426,"estj욕하는글들보면","         논리적인척하는데 ㅂㄷㅂㄷ티를못감춤다른유형 욕하는건 그냥 ㅄ같다, ㅈ같다 이건데estj욕할땐 항상빡쳐잇음ㅋㅋ열등감느껴서 ㅂㄷㅂㄷ한거지할수잇는말이라곤 씹꼰1대, 돈만밝히는 돈벌레 이거밖에없는거임ㅇㅇ..        "
"303",428,"자기만 무조건 옳다고 생각하고 자기 생각 강요만 안했으면 좋겠어","그거만 아니면 딱히 너네 싫을 이유 없음"
"304",429,"다들 전공이 뭐야","         ㅈㄱㄴ        "
"305",430,"이섀끼들 왜 맨날 처싸움","고마 다를수도 있지 왜 자꾸 처싸우냐 "
"306",433,"ST되면서 이상하게 주변에 NF 개떼들이 많아졌음","사실 내가 오랬동안 NT였다가SF로 급변하고 ST가 됐거든ST되고 같은 ST유형 좋은놈들 만난게아니라재수없게 주변에 나한테 의지하려 하거나징징대는 NF애샊이들이 존나게 늘어났음내가 느낀게 ST특유의 올곧고 현실적인 모습을 보고애샊이 아닌 인간도 애샊이로 변해서 의지하거나 징징대려고 하는 행동을 내비치는것 같음진짜 주변에 죄다 NF 개떼밭임다른 ST들 너희도 이러냐? 차라리 몇년전에 NT였을때성숙한 ST형들이나 SF형들 많았던거같아서 아쉽다"
"307",434,"여기 왤캐 여자들 많은거갘음","여초갤의 향기가나 "
"308",436,"반갑습니다 estj 입니다","         estp로 초중고를 군림하다가지금은 estj로 바뀐거 같습니다차이가 뭘까요?성격이 좀 유해지고 계획 강박에서 좀 벗어나서 유들유들해진 경향이 있는데 위 변화랑 일치할까요?        "
"309",437,"mbti별 섹스만족도","크으 엣티제침대에서도 만족도 1위"
"310",438,"진짜 사회성잘된엣티제는","납치하고싶다 ㄹㅇ  멋있고 일도 개잘하고 존나섹시함  심지어 s로 현실 파악하고 e로  그렇게 이끌어주고 또 찌질이f마냥 안구는데 그렇다고 t가 최고야 이러는애들이랑 진짜뭔가그냥 다름  찌질이도아닌데 그렇다고 감정 뒤진고마냥 행동하지도않음 진짜 살면서 엣티제친구라도 생겻으면 좋겟다 ㅈㄴ 믿음직스러움 그렇다고 관섭도안하는유형같음 샹 ㅈㄴ 매력적이다 너네 "
"311",439,"NF들 리더십 존나없더라ㅋㅋㅋ 병신같았음","NF상사가 신입직원한테뭘시켰는데 신입직원이 불만티내면서하기싫다그랬음그럼 보통 엣티제나 S유형들은구슬리거나 너잘할수있다고어떻게든 하게만드는게 중요한데병신 NF상사는 감정에 꼴려서ㅋㅋㅋ뭐? 하기싫어? 그럼하지마 하지마때려치워 하지마!!!이럼ㅋㅋㅋㅋ 결국 회사분위기 좆대고일처리안되서 직원들 전부 눈치보고 결국 엣티제인 내가 총대메고 나서서 NF병신상사보고기분풀라 하고 신입직원 달래서 일시킴"
"312",443,"estj 나만 이럴 때 개화나냐","         며칠전에 약속해놓은 거 당일or전날 파토내는거...난 이 약속 때문에 전 후 일정 다 맞춰놓고 계획도 짜놨는데 갑자기 파토내면 ㄹㅇ 개빡침 얘 때문에 다시 다 생각해야함 게다가 여기서 걍 ㅈㅅㅈㅅ 이러면 진짜 짜증남 파토낼거면 이유를 자세히 알아야하는데 그 이유가 납득할 수 없는 이유이면 더 화남 ㅋㅋㅋㅋㅋㅋㅋㅋ그런데 나한테 놀리거나 선넘는 징난 들으면 별로 화가 안남;들을 때 순간 흠칫하긴 하는데 5분 있으면 까먹음 ㄹㅇ그리고 선넘는다는 기준도 관대해서 다른 애들은 기분 나쁠 말도 내 입장에선 애초에 기분이 안 나쁨..나만이런가        "
"313",444,"당연히 해야할일을 안해놓고 나한테 미안하다고 하는거","난 이거이해안감그냥 당연히 본인의 책임이고 의무이고안하면 오로지 본인손해인데 그걸 안해놓고뜬금없이 나한테 미안하다고 하는거?쉽게예를들어자기집청소하고 정보공유하는 모임을 만들었음모두들 집이 깨끗해졌다고 이야기하고어떤팀원이 오늘은 난 꼭 마당 청소 잘할꺼라고 의지를 다짐일주일뒤 모임에서마당청소 하셨나고 물어보니까 아 깜빡했다고 함일주일간 자기집관리잘한 다른팀원들이방법을 모르나? 싶어서 팁을 알려줌마당청소안한 팀원 오지랖이라며 아ㅇㅇ 대충들음그래도 지켜보고 기다림일주일뒤 지나서 모임에서 그팀원한테마당청소 하셨냐고 물으니까아 깜빡했다고 함우리한테 미안 빨리할께요 라고함?? 우리한테 왜 미안한지...?그냥 각자집 깨끗해지고 잘사는건 우리고우린 너없이도 기분좋게 정보공유 잘했고앞서나간건 우리고집관리못한건 너고 도태된건 너고 니가할일을 안한건데왜 자기스스로한테 미안한게 아니라왜 우리한테 미안한지?이런상황 되게웃김ㅎㅎ뭐 내돈빌려가놓고 안갚은거면명확하게 의도가 갚으려고 했는데 안갚은거고나한테 내가 그만금 돈을 못쓰고 피해를 준거니까미안한게 맞는데 오로지 본인손해인데남한테 미안하다고 하는게 진짜 황당함"
"314",446,"Estp가 본 estj","나보다 생각이 깊어서난 당연하게 안하는 것들을 얜 이미 하고있어서알아서 해주는게 졸라 편함그리고 재밌고 친화력도 좋은듯싶음.답답하지않은 성격이라고 해야하나잘맞는듯.. infp랑 isfp가 진짜 씹극혐이었는데Estj는 극호임 너무 편함.I랑 f 들어가면 사람이 너무 답답하고 말안통해서 뒤짐"
"315",447,"엣티제 엄마 후기","나 어렸을 때는 정말 강제적이고 꼰ㄷ끼 심했고 날 최고의 여자로 키워낸다? 꼭 그러고 말겠다는 결심이 심하고 정말 강제적인 사람이었음 엄격하고 (어린애 특유의 병신적인 행동조차도 용납하지 못할 정도로) 근데 나 사춘기 접어들면서 내가 미친년처럼 반항해서 엄마가 나한테 꺾임................ 그 뒤로 정말 날 수용 잘해주고 감정적으로도 훌륭 수준은 아니더라도 좋다 근데 부작용으로 나한테 정신병 옴"
"316",448,"엣티제 남친 있는데","내가 너무...좋아하는 성격이야  "
"317",449,"mbti 사회생활팁 ","ST들은 어른대접 해주면 되고NF들은 애취급하면 됨"
"318",450,"인.팁이 본 엣티제들 특","1. 꼰.대2. 정상인3. 시비충4. 은근 핵인싸5. 너드6. 성취감 충만7. 자랑질8. 선배같음9. 정의로움10. 그냥 째고애요"
"319",451,"엣티제 분들 리스펙합니다.","당신들 덕분에 사회가 움직입니다. "
"320",452,"니네 인.팁이나 잇팁 어떻게 생각하냐?","내 애인이 엣티제임엣티제만 댓글 달아라"
"321",453,"현실 엣티제들을 멀쩡하드만","꼰머기질 있긴 해도 근데 여기 수준 보니까 인터넷 인프ㅔ피랑 인터넷 엣티제 자강두천이네 "
"322",454,"씹 프 피 치료하는 만화",""
"323",456,"estj여자를 좋아하는 모쏠남... 조언좀","일단 나는 24살 남자구 내가 진짜 존나게 소심하고 여자랑 말을 잘 못해서 여지껏 제대로 얘기해본 여자애들은 4명정도고  한명은 그냥 손만잡고잤었고 나머지셋은 그냥저냥 친구로 지내는데  이대로라면 모쏠탈출 못할거같아서 군대전역하고 이번엔 좋아하는애한테 과감하게 나가서 데이트까지 하게됨(내느낌인데 걔도 나를 살짝 좋아하는거 같음..조금씩 몰래몰래 챙겨줬거든)  문제는.. 데이트할때 빙구처럼 안보이고 estj한테 잘보이고 연애 잘 하려면 어떻게 해야할까?..  "
"324",457,"안 건강한 엣티제 특징 뭐있음","몇개만 달아줄래..? 나한테 욕하진 말고 "
"325",458,"전여친 엣티제인데 안좋게 헤어졌는데도 보고싶음",""
"326",460,"가짜사나이 에이전트h 엣티제같은데","사업도 한다는거보면진짜 전형적인 엣티제임"
"327",461,"슬픔","논리적이라고 하는데 내향 감정 제로라고 하고보통 슬픔을 감정이 아닌 상황으로 인식하나요?"
"328",462,"지나가던 istj가..","estj 진짜 성격좋은데 왜 다들 욕하고있노 ㅋㅋ "
"329",463,"엣티제 행님들 일로와보셈","엣티제 행님들 친구나 애인이 꼭 지켜야하거나 깨트리면 안되는 금기사항같은거 있으신지요"
"330",464,"estj가 뭐지","니들이 나랑 맞대 "
"331",465,"너네 연애 상대가 돈 많은거같으면","앞에선 좋아하는척하면서 "
"332",467,"문과 학벌에 대해서 어떻게 생각하니사요","대ㅐ학은 높을 수록 좋나요 아님 최상위 아닌 이상 자기 하기 나름인가요................................... 맞아요 저 수능 망햇어요 ㅠㅠㅠㅠㅠ 그래서 물어보는거예요ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ엉엉"
"333",468,"엣티제들","좋아하는 사람앞에서 말을 안하는 이유가 뭐라고 생각해? "
"334",469,"죽음에 대한 생각","잘 안 해?"
"335",470,"estj여자가 매일카톡하는거면 나한테 관심있다는거지?","대화 안끊기게 계속 이어갈려는게 보임  설에도 만나자고함 그린라이트?  "
"336",473,"엣티제들아 찌질하긴한데.. 전짝남?전남친?이 엣티젠데 맨날","밥 사주고 지각해도 기다려주고징징대는거 잘 들어주고잔1소리하고밥 못챙겨먹을까봐 사주고 같이 먹어주고(민망할까봐)이거 엣티제가 챙겨준거야?지금까진 그런줄 알았는데 모르는 애한테도 밥 사주고 있길래나한테만 그런게 아니란 생각에 쭈그리됐어이제 이걸 물어볼만한 사이도 아니라 여기라도 물어봐..찌질한거 아니까 너무 뭐라하지말고ㅠㅜㅜㅜ"
"337",474,"Estp인데 estj좋아서 놀러왔는데 여긴 왜케 다른갤 유입이 많은거?","엣팁갤은 병먹음이 잘되서 안오나.. 여기엔 왜케 엣티제한테 한맺힌 엣티제 안티들만 득실거림?엣티제한테 뺨맞은 애들이 부들거리면서 굳이 여기서 까고있네신기한 갤이구먼.. 다른 갤 와서 깔정도의 정성 추... "
"338",475,"잇팁임","순례왔는데 사람이 없네 ㅎㅇ "
"339",476,"estj갤러리 특징","1. 이중잣대 역대급 "
"340",481,"estj하면 이서진만 떠오른다","우리 엄마 estj인데 이서진이랑 성격이 너무 비슷해"
"341",483,"본인 지나가던 엔팁인데 엣티제 존나 좋아서 놀러왔음","         걍 등에 업고 달리는 상남자같은 모습이 존나 맘에들어 평ㅇ생 두목님으로 모신다        "
"342",484,"너네 이상형좀 알려주라","저번에 어떤 사람이 엣티제의 이상형을 글로 올렸는데 지워버려서 데이터가 안남아있어 "
"343",485,"자기주장 약한 isfp 별로야?","estj는 자기주장이 센편이잖아난 반대로 이래도 그만 저래도 그만인 성격이라 맞춰주는 편이라서엣티제랑 잘 맞을거라 생각했는데의외로 답답해서 싫다네?충돌이 있더라도 의견을 내는게 좋은거야?"
"344",486,"엣티제들은 어떤거 싫어하고 어떤거 좋아해??","난 엔프핀데 지금 사귀기 직전인 남자애 있어서 알고싶어!! "
"345",487,"나 엣티제가 맞긴한가","검사해서 엣티제 나왔는데.. 엣티제 특징이나 썰보면 딱 나라서 아니다 라고도 못하겠는데 인생을 열심히 살진 않는것같음인생의 3분의1을 멍때리면서 사는듯함 진짜 아무생각도 안함 그냥 태어났으니까 살아야지.. <이거임 걍..무인도에 떨어져도 하...ㅅㅂ..하고 죽창이나 만들고있을듯념글들보면 돈얘기에 자부심 좋은것같던데 나는 소득순위 2위인거에 자부심 별로 못느끼겠음 내가 아무생각없이 사는데 2위가 될수가 있나.. 그래도 먹고살정도는 벌겠네.. 이생각밖에 안함..난 엣티제가 꼰머기질 있다는것도 인정함 내로남불 한다는것도 인정함 욕하면 빡치기는 하는데 근거있으면 아..그건맞지 하면서 수긍함그냥 내가 하고싶은 말은 엣티제가 열심히 살기로 유명한 유형인데 나처럼 태어났으니까 그냥 산다는 마인드가 엣티제일수 있냐는거임"
"346",490,"앳티제는 연애중일때 ","한눈 잘 안 팔고 유혹에 강한편이야?뭔가 충직할 것 같음"
"347",491,"엣티제들아 말 빠르냐?","나 말 ㅈㄴ 빠른데 다들 그런가 "
"348",492,"계획을 세우면 가장 잘 지킬 거 같은 p유형은?"," "
"349",493,"isfp->estj로 바뀐 썰 푼다","무려 3개가 바뀜1. 비타민D를 먹었더니 의욕 넘쳐나서 부지런하게 살더니 j됨2. 부지런하게 살다보니 사람들이랑 컨택도 자주 하게 됨. e됨3. 그랬더니 어느순간 바빠지게 되고 효율충됨 그러다보니 사람들이 뭐라해도 효율이 중요해져서 T됨.비타민D좌..당신은 몇 수 앞을 내다보신겁니까.."
"350",494,"너넨 ㅅㅅ 할때도 리드하는편임?","BDSM성향으로 치면 사디스트가 많나 "
"351",495,"너네  사람들이랑 있을때 어떤느낌이냐","난 말로웃김 나대진않고 걍 한마디 툭툭 던지는느낌? "
"352",496,"색테스트 뭐나옴?","나맨날 두문항정도는 바꿔서하는데도 퀼트스 맨날뜸 너네머나왔냐 "
"353",497,"난 강약약강 아닌데 ","왜 다들 엣티제 강약약강이라 그러지?요즘 mbti 관련 엣티제들 영상이나엣티제하면 떠오르는 연예인들나무위키특징만 봐도 강약약강아닌데난 일단 윗사람이건 아랫사람이건신뢰가가고 배울점이나 존경스러워야함그럼 윗사람한테 당연히 예의바르게 행동하고 아래후배한텐 간쓸개빼줄정도로 잘해줌배울점없으면 난 회사에서 찍힐각오하고 상사한테 친근하게 안함근데 그럴만한 인격과 실력을 갖춘 인간들이엣티제 주변에 드물듯ㅋㅋ그러다보니 엣티제들 존경못받은 인간들이자기한테 못한다고 생각하고강자한테만 잘한다. 라고 생각하는듯ㅎㅎ열심히 사는 엣티제들 욕하지말고 본인자신들이훌륭한 선배였나? 열심히 하는 후배였나?먼저 돌아보길"
"354",498,"엣티제 플러팅","쌉고수네 "
"355",499,"엣붕 Sf매력이 뭐야"," 온순해서 좋아하는건가ㅋㅋ 궁금해 글쓴이는 isfj"
"356",500,"본인 ENTJ...모든 MBTI갤러리 순회중인데 여기가 최악...","니넨 왤케 화가 많냐?그닥 똑똑하지도 않은것들이..."
"357",501,"진짜 N병 걸린 사람들이 너무많은듯","         일반인이 직관기능에만 몰빵되있으면 정상적인사회생활이 가능한줄아나자폐아 외골수 고집불통 폐쇄적인사람 되는거임S 보완 안되면 허무맹랑한 헛소리만 하고다니면서사회 돌아가는판이나 일상에서 느껴지는 암묵적인 기류들 눈치 못까거나사리분별 못하고 여기저기 초치고다님건강한 N들이 보편적으로 큰그림 잘보고 통찰 좋은거맞고S들은 N들이 못보는 세세한 디테일이나 정보력에 더 강한것뿐인데어떤 유형이든 다 장단점이 있고뭔일을하든 다 서로 도움받고 부족한거 채워주면서 사는거지왜 이딴걸로 서로 혐오를 하고있는거냐mbti갤들 돌아다녀보면 유독 N유형들이 뽕취해서요란하게 포장질하고 정치질하고 이상한소리 하는애들이 너무 많은거같음사람들이 굳이 말을 안하는것뿐인데 진짜 말안하니까 그게 진짜인줄착각하는 사람도 있더라N유형이 인터넷 인구수도 훨씬 많다보니까 여기서 하는말들을멍청한 애들은 현실에서도 적용하고 다닐까봐 우려될정도임STJ들보고 맨날 꼰,대꼰,대 거리지만 보면 지들이 젊은 꼰,대짓 더많이하고괜히 시비걸고 다니거나 눈쌀찌푸리는짓 하고다니는거 보임사람도 없는갤와가지고 남까고다니고 쉐복질하면서희열느끼는게 누굴 깔자격이 있다고자기객관화를 못하나진짜 성공한애들은 여기안옴다 급식이나 사회초년생이나 평범한직장인이겠지본인도 그냥 평범한 일반인이고하도 지랄 지랄 해대니까 여기애들도그나마 남아있는 정상적인애들다떠나고 타유형 분탕밖에 안옴이럴려고 유형 갤만든건가진짜 현실에서 N유형에 대한 안좋은 인식 생길거같음인터넷만보면 다 저렇게 음침한애들이 많나싶어서좆같아서 나도 안올라고 같은 유형이든 아니든그냥 유형불문하고 이상한사람이 너무많아서제발 자기 인생을 살았으면 좋겠다누구든 사람됨됨이를 봐서 애초에 집착도 안하지만과몰입하는 사람들은 내세울게 진짜 저거밖에 없어보여서진심으로 불쌍해보여서 하는소리임 정신좀 차렸으면        "
"358",503,"난 NT들 좋던데","알고보면 참 멍청해서 좋음ㅋㅋㅋ"
"359",504,"여기 ESTJ 존재하긴 함?","         글들이 다 다른 MBTI가 놀러왔다는게 대부분이네ㅋㅋ        "
"360",506,"남자ENTJ랑 여자ESTJ 궁합 별로냐??","내가 극ENTJ남자고여친이 극ESTJ인데사귄지 3주인데 자주 싸우고나혼자 감정소비 많이 하는거같애서어째야되냐??"
"361",508,"ESTJ가 E중에 제일 외향성 떨어지는거 맞냐","내가 E가 55%밖에 안되서 그런건지  유형이 그런건지 몰겠네  같은 집단에 속해있는 사람들이랑 다같이 어울리기가 힘들다 친해지고싶은 사람한텐 잘 들이대는데  나만 이러냐  다수가 불편함 소수가 좋음  "
"362",509,"평생 한곳에 갇히기.jpg",""
"363",510,"ㅅㅂ","마더 esfj파더 istj나 estj동생 istj5252 너무 강하게 키운 거 아니냐구~"
"364",512,"지나가는 인프1피인데 여친이 estj라 들렸는데..","넘 무섭네여 여기 ;-; 다시 지나갈게요"
"365",517,"entj estj들이 새디스트 많음?","괴롭히는거 좋아해?"
"366",518,"여기 진짜 글 없네 ㅋㅋㅋ","         본인도 estj 인데 실용주의 끝판왕이라 랜선활동 보다 현세가 중요하다 생각해서 관심이 없는데 글수가 ㄹㅇ 증명해주네 ㅋㅋ 신기하다        "
"367",523,"in1tj갤 적당히해라","통피짜르고 코드쳐넣고 "
"368",525,"ESTJ들 행복지수는 높은 편이야?","본인이 생각하기에 어때?내 주변 ESTJ는 자기는 엄청 행복하다고 하던데 물론 사람마다 다르겠지만 내 주변사람만 그런건지 ESTJ들이 전반적으로 그런건지 궁금해"
"369",529,"좆깨어공부ㄱㄱ","한없이 약한 좆밥민국에 태어난 너네의 기구한 운명을탓해라 좆깨어 모르면 인구청소 당할때 같이 간다 영어도 마찬가지 "
"370",535,"너넨 여자꼬실때 어떻게함?","다짜고짜 들이대는편?아님 이미지 관리하면서 좀 살피는편?"
"371",536,"우와 여기 텅텅 비었네 앞으로 infp들 델꾸 여기서 놀아야징ღ'ᴗ'ღ","여긴 우리가 접수할게^^ㅎㅎㅎ장난인거 알지글이 넘 없길래ㅋㅋㅋ정반대 유형 구경왔다가 와..ㅡ...진짜 정반대긴 한가봐ㅋㅋ멋있습니다 estj많이 존경합니다"
"372",537,"estj 님들 질문있어요","전 in-tj 이고 estj 친구가 있는데 이럴 때 어떤 생각이 드나요"
"373",538,"엠탸가 아니라 걍 한남충 정모회 같노;;","다 맞춰줘라 뭐라 지랄을 할꺼면 계좌까고 4억 넘기면 지랄 받아줌 ㅋㅋㅋ  대학 학생증으론 의대 이상까지도 봐줌"
"374",539,"엣티,제중 금융 종사자 많음?","??"
"375",540,"엔티제 등장","친한 동생이 엣티제라서 와 봤어 안녕 친구들아~! "
"376",545,"estj 너무 좋음","         성격이 드럽든 안 드럽든 꼰머든 뭐든그냥 기저가 존나 부지런하고 유능한 느낌임 안 유능해도 항상 뭔갈 하고 있어서 유능해질 가능성이 있는 타입같음가끔 나한테 ㅈ같이 굴어도 일단 현실적이라서 들어보면 존나 맞말 뿐이고뭔 ㅅㅂ 말도 안 되는 허무맹랑한 말 같은 거 안 해서 사람이 일적으로 신뢰가 감이사람말 따라하면 적어도 평타는 친다는 느낌있음기발한 대화주제는 없어도 유독 뭘 해도 상식을 잘 안 벗어나는 게 그렇게 마음에 들더라십프-피들이랑 대화하면 비상식적이고 비효율적인 말 ㅈㄴ 해서 대답할 가치도 없는 느낌이었는데잇팁이라서 맨날천날 말 생각만 쳐하고 부지런한 쪽 효율 못내는 입장에서는 엣티제 존나 멋지더라구애인들 다 엣티제였는데 하루에 할 일 계획적으로 다한다는 거 듣고 멋지단말 달고삼나한테 매일 누워있지말고 일어나라고 했는데 솔직히 맞말이라 안 짱났어        "
"377",546,"너네 정치성향 테스트 뭐나옴?","난 이거"
"378",547,"본인 잇팁인데 엣티제 만날수있냐","가느응? "
"379",549,"Estj 섹시한 성격임","책임감 있고 장군감"
"380",550,"내가 본 estj들 특징","""정직"" 이라는 단어를 입에 달고삼 횡령, 폭언, 고함, 욕설, 시급속이기, 유통기한속여팔기 같은거 죄책감없이 당당하게함 그러면서 내가 아니꼽게보면 학력, 정년 전 직장, 재산 등 과시하면서 자기 저급한사람들하고 동급취급하지 말라고함 주머니에 손넣는거 같이 사적인거에도 간섭함, 프로불편러 아래 계급이라 인식하는 사람이 있으면 아랫사람 손하나 삐끗해도 바로 머리에 핏줄세움 근데 자기도 실수 은근 자주함 말장난하는데 소리만크고 재미없음 istj isfj 측근으로 엄청 좋아함 보빨러 기질 다분한듯, 이렇게 탄생한 esfp X estj 부모 콜라보레이션은 NT 아이들에게 가히 최악 estj로 추측되는 사람 6명 정도 만났는데 다이럼 ㅡ이상 알바전전하는 23세 고졸 소프트웨어 개발자 소닉좌ㅡ "
"381",553,"존경하는분이 우연히 ESTJ라고 해서 왔다가요 ㅋㅋ","본인 infp입니다제가 그동안 존경해왔던분이 estj인데 저랑 상극이라해서 놀랐네요 ㅎㅎ그분도 절 이뻐해주시고 제가 자존감이 낮은데 절 인정해주셔서자존감도 많이 올라갔어요 ㅋㅋ 특이하게 다른사람들이 칭찬해주면 그냥 그런데 그분이 칭찬해주면 기분 날아갈것같아요 ㅋㅋ여튼 전 estj 존경합니다 :)"
"382",555,"집에 돈이 없다","직장 얻고 돈 좀 모으고직장 다니면서 수능 준비할 수 있으려나직장 다니면서 한 2년 수능 준비해서 의대 들어가고 싶다"
"383",557,"ESTJ 멍청하고 부지런한데 인성도 안좋음","니넨 최악의 성격이다.ENTJ가 유능한 리더면ESTJ는 멍청한 꼰ㅡ대임안타깝게 ENTJ는 분포가 2퍼 이하라 잘 없다.대한민국 주류는  ISTJ  ESTJ고지능도 둘다 개멍청하게 나옴.보통 ㅍㅎㅌㅊ가 대부분니까 MBTI 분포랑 정확하게 일치과학 그 자체니넨 직장에서 1순위로 제거해야될 버러지들임ISTJ는 나대지라도 않짘ㅋ"
"384",558,"estj들이 보는 estp","내가 엣팁이고 내 친구가 엣티제거든놀러와봤는데 너네는 엣팁들 솔직하게 어떻게 생각하냐"
"385",559,"여긴왜 글이없노","estj인데 다들 현생사나? "
"386",561,"나 최근에 ISFP였는데 금딸 운동하면서 ESTJ로 바뀜","         형님 나가신다        "
"387",562,"esfp인데 너네 좀호감이다? ","- dc official App"
"388",563,"씹프제만 병신새ㄲㅣ구나","너넨아니구나"
"389",567,"ESTJ 여자들이 원하는 공감방식은 뭘까?","ESTJ여 : 나 지금 부장놈이랑 존나 싸우고 왔어               걔 숨쉬는거만 봐도 짜증나네여기서 남자친구가 다음 대답은 어떻게 하는게베스트일까? "
"390",568,"ESTJ = 행동파 INFP = 몽상파","몽상과 너무 많은생각은 우울증을 유발시키고 불행의 근원이다"
